КодФирмы,Территория
1479,"11. див. Северо-Западный"
1119,"09. див. Черноземье"
3219,"06. див. Средняя Волга"
656,"09. див. Черноземье"
1477,"11. див. Северо-Западный"
667,"09. див. Черноземье"
2163,"06. див. Средняя Волга"
3804,"04. див. Урал"
4448,"09. див. Черноземье"
4202,"07. див. Верхняя Волга"
2751,"04. див. Урал"
1248,"03. див. Западная Сибирь"
2822,"04. див. Урал"
2687,"02. див. Восточная Сибирь"
3755,"06. див. Средняя Волга"
883,"09. див. Черноземье"
1826,"01. див. Дальний Восток"
3881,"06. див. Средняя Волга"
2365,"06. див. Средняя Волга"
1310,"04. див. Урал"
1471,"11. див. Северо-Западный"
2317,"10. див. Приволжский"
2564,"10. див. Приволжский"
1414,"04. див. Урал"
872,"03. див. Западная Сибирь"
299,"05. див. Юг"
3456,"06. див. Средняя Волга"
3852,"04. див. Урал"
1103,"05. див. Юг"
3640,"10. див. Приволжский"
3579,"11. див. Северо-Западный"
1460,"05. див. Юг"
3429,"09. див. Черноземье"
323,"06. див. Средняя Волга"
294,"05. див. Юг"
2890,"02. див. Восточная Сибирь"
180,"01. див. Дальний Восток"
4042,"01. див. Дальний Восток"
3719,"10. див. Приволжский"
1046,"07. див. Верхняя Волга"
670,"03. див. Западная Сибирь"
2980,"10. див. Приволжский"
2495,"08. див. Центральный"
2285,"01. див. Дальний Восток"
2416,"08. див. Центральный"
1068,"10. див. Приволжский"
856,"06. див. Средняя Волга"
1545,"04. див. Урал"
782,"07. див. Верхняя Волга"
3357,"04. див. Урал"
1174,"02. див. Восточная Сибирь"
4413,"05. див. Юг"
1893,"09. див. Черноземье"
3974,"11. див. Северо-Западный"
3518,"08. див. Центральный"
2744,"06. див. Средняя Волга"
2899,"02. див. Восточная Сибирь"
3041,"08. див. Центральный"
3362,"01. див. Дальний Восток"
4519,"09. див. Черноземье"
3050,"10. див. Приволжский"
3954,"05. див. Юг"
2029,"04. див. Урал"
3068,"08. див. Центральный"
808,"08. див. Центральный"
2955,"06. див. Средняя Волга"
2134,"09. див. Черноземье"
1024,"06. див. Средняя Волга"
288,"09. див. Черноземье"
2015,"06. див. Средняя Волга"
2235,"10. див. Приволжский"
736,"10. див. Приволжский"
698,"06. див. Средняя Волга"
4493,"07. див. Верхняя Волга"
3620,"05. див. Юг"
629,"05. див. Юг"
3737,"08. див. Центральный"
130,"03. див. Западная Сибирь"
131,"02. див. Восточная Сибирь"
1189,"06. див. Средняя Волга"
3953,"11. див. Северо-Западный"
55,"02. див. Восточная Сибирь"
56,"01. див. Дальний Восток"
57,"01. див. Дальний Восток"
58,"03. див. Западная Сибирь"
1018,"04. див. Урал"
3690,"06. див. Средняя Волга"
3339,"08. див. Центральный"
1359,"03. див. Западная Сибирь"
4496,"09. див. Черноземье"
1552,"07. див. Верхняя Волга"
2867,"09. див. Черноземье"
3982,"08. див. Центральный"
4292,"03. див. Западная Сибирь"
4052,"02. див. Восточная Сибирь"
1917,"10. див. Приволжский"
3817,"04. див. Урал"
3406,"06. див. Средняя Волга"
1230,"07. див. Верхняя Волга"
1984,"04. див. Урал"
4060,"10. див. Приволжский"
2738,"07. див. Верхняя Волга"
3275,"08. див. Центральный"
2394,"06. див. Средняя Волга"
947,"07. див. Верхняя Волга"
1424,"06. див. Средняя Волга"
256,"05. див. Юг"
3361,"07. див. Верхняя Волга"
30,"01. див. Дальний Восток"
3842,"04. див. Урал"
2990,"04. див. Урал"
2213,"02. див. Восточная Сибирь"
4336,"04. див. Урал"
1043,"09. див. Черноземье"
4312,"07. див. Верхняя Волга"
1533,"03. див. Западная Сибирь"
2186,"10. див. Приволжский"
1135,"09. див. Черноземье"
1011,"09. див. Черноземье"
3612,"08. див. Центральный"
3610,"06. див. Средняя Волга"
2706,"09. див. Черноземье"
81,"03. див. Западная Сибирь"
3555,"09. див. Черноземье"
2795,"10. див. Приволжский"
2878,"04. див. Урал"
4260,"06. див. Средняя Волга"
3916,"04. див. Урал"
1823,"10. див. Приволжский"
1698,"09. див. Черноземье"
890,"03. див. Западная Сибирь"
3218,"09. див. Черноземье"
400,"03. див. Западная Сибирь"
486,"07. див. Верхняя Волга"
4048,"03. див. Западная Сибирь"
3739,"09. див. Черноземье"
3884,"08. див. Центральный"
1473,"11. див. Северо-Западный"
1650,"09. див. Черноземье"
2223,"05. див. Юг"
2110,"04. див. Урал"
1053,"07. див. Верхняя Волга"
2409,"04. див. Урал"
1360,"04. див. Урал"
2267,"01. див. Дальний Восток"
3002,"08. див. Центральный"
3857,"08. див. Центральный"
1999,"06. див. Средняя Волга"
2415,"03. див. Западная Сибирь"
1972,"06. див. Средняя Волга"
827,"04. див. Урал"
1683,"04. див. Урал"
1169,"09. див. Черноземье"
3064,"10. див. Приволжский"
2169,"10. див. Приволжский"
2909,"05. див. Юг"
298,"07. див. Верхняя Волга"
3667,"03. див. Западная Сибирь"
1688,"03. див. Западная Сибирь"
1980,"02. див. Восточная Сибирь"
2762,"04. див. Урал"
3652,"11. див. Северо-Западный"
3128,"05. див. Юг"
2874,"08. див. Центральный"
1563,"09. див. Черноземье"
3025,"11. див. Северо-Западный"
544,"03. див. Западная Сибирь"
830,"05. див. Юг"
3578,"09. див. Черноземье"
821,"02. див. Восточная Сибирь"
3650,"08. див. Центральный"
2159,"05. див. Юг"
1200,"01. див. Дальний Восток"
4099,"06. див. Средняя Волга"
2087,"09. див. Черноземье"
1873,"07. див. Верхняя Волга"
2006,"02. див. Восточная Сибирь"
1841,"07. див. Верхняя Волга"
3164,"11. див. Северо-Западный"
552,"06. див. Средняя Волга"
213,"04. див. Урал"
4517,"03. див. Западная Сибирь"
2866,"03. див. Западная Сибирь"
4477,"04. див. Урал"
3878,"08. див. Центральный"
4138,"08. див. Центральный"
1701,"03. див. Западная Сибирь"
2469,"04. див. Урал"
3167,"06. див. Средняя Волга"
3711,"02. див. Восточная Сибирь"
601,"06. див. Средняя Волга"
236,"09. див. Черноземье"
818,"08. див. Центральный"
4013,"05. див. Юг"
1084,"09. див. Черноземье"
1661,"05. див. Юг"
3681,"06. див. Средняя Волга"
3479,"11. див. Северо-Западный"
1449,"04. див. Урал"
718,"09. див. Черноземье"
1170,"04. див. Урал"
1464,"11. див. Северо-Западный"
3824,"07. див. Верхняя Волга"
3129,"05. див. Юг"
575,"09. див. Черноземье"
1091,"04. див. Урал"
3977,"08. див. Центральный"
874,"08. див. Центральный"
2083,"09. див. Черноземье"
4337,"04. див. Урал"
398,"07. див. Верхняя Волга"
481,"09. див. Черноземье"
1931,"04. див. Урал"
3742,"10. див. Приволжский"
458,"06. див. Средняя Волга"
355,"06. див. Средняя Волга"
2243,"07. див. Верхняя Волга"
2072,"01. див. Дальний Восток"
987,"04. див. Урал"
2057,"07. див. Верхняя Волга"
